Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM,Month,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-09-18,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,9.0,1.0,Monsoon,Winter,20.0,475.0,Low,High,345.0,32.0
2021-09-19,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,9.0,1.0,Monsoon,Winter,15.0,385.0,Medium,High,311.0,44.0
2021-09-20,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,9.0,0.0,Monsoon,Winter,26.0,126.0,Low,Low,218.0,10.0
2021-09-21,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,9.0,0.0,Monsoon,Winter,19.0,156.0,Low,Low,208.0,11.0
2021-09-22,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,9.0,0.0,Monsoon,Winter,24.0,306.0,Low,High,384.0,34.0
2021-09-23,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,19,,9.0,0.0,Monsoon,Winter,15.0,321.0,Low,High,324.0,32.0
2021-09-24,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,9.0,0.0,Monsoon,Winter,26.0,196.0,Medium,Low,239.0,23.0
2021-09-25,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,9.0,1.0,Monsoon,Winter,24.0,425.0,Low,High,376.0,33.0
2021-09-26,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,9.0,1.0,Monsoon,Winter,21.0,444.0,Low,High,312.0,33.0
2021-09-27,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,9.0,0.0,Monsoon,Winter,29.0,250.0,Medium,Medium,278.0,29.0
2021-09-28,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,9.0,0.0,Monsoon,Winter,18.0,167.0,Medium,Low,216.0,22.0
2021-09-29,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,9.0,0.0,Monsoon,Winter,24.0,243.0,Low,Medium,295.0,20.0
2021-09-30,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,9.0,0.0,Monsoon,Winter,26.0,248.0,Medium,Medium,265.0,31.0
2021-10-01,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,10.0,0.0,Winter,Winter,9.0,341.0,Low,High,360.0,32.0
2021-10-02,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,10.0,1.0,Winter,Winter,10.0,420.0,Low,High,315.0,39.0
2021-10-03,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,10.0,1.0,Winter,Winter,16.0,386.0,Medium,High,397.0,52.0
2021-10-04,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,10.0,0.0,Winter,Winter,11.0,241.0,High,Medium,284.0,35.0
2021-10-05,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,10,,10.0,0.0,Winter,Winter,10.0,207.0,Low,Medium,282.0,23.0
2021-10-06,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,10.0,0.0,Winter,Winter,17.0,179.0,Medium,Low,213.0,18.0
2021-10-07,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,11,,10.0,0.0,Winter,Winter,10.0,293.0,Low,Medium,283.0,27.0
2021-10-08,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,11,,10.0,0.0,Winter,Winter,9.0,300.0,Low,Medium,272.0,24.0
2021-10-09,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,16,,10.0,1.0,Winter,Winter,9.0,484.0,Medium,High,351.0,50.0
2021-10-10,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,10.0,1.0,Winter,Winter,12.0,442.0,Medium,High,388.0,54.0
2021-10-11,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,17,,10.0,0.0,Winter,Winter,8.0,283.0,Medium,Medium,264.0,29.0
2021-10-12,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,23,,10.0,0.0,Winter,Winter,13.0,134.0,High,Low,213.0,29.0
2021-10-13,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,19,,10.0,0.0,Winter,Winter,11.0,272.0,Medium,Medium,282.0,34.0
2021-10-14,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,10.0,0.0,Winter,Winter,6.0,119.0,Medium,Low,239.0,22.0
2021-10-15,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,10.0,0.0,Winter,Winter,8.0,142.0,Low,Low,224.0,16.0
2021-10-16,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,10.0,1.0,Winter,Winter,10.0,390.0,Low,High,356.0,33.0
2021-10-17,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,10.0,1.0,Winter,Winter,13.0,392.0,Medium,High,354.0,41.0
2021-10-18,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,10.0,0.0,Winter,Winter,12.0,187.0,Medium,Low,210.0,20.0
2021-10-19,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,10.0,0.0,Winter,Winter,7.0,149.0,Medium,Low,247.0,20.0
2021-10-20,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,10.0,0.0,Winter,Winter,5.0,175.0,Medium,Low,204.0,21.0
2021-10-21,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,10.0,0.0,Winter,Winter,12.0,180.0,Medium,Low,227.0,24.0
2021-10-22,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,23,,10.0,0.0,Winter,Winter,14.0,294.0,Medium,Medium,251.0,28.0
2021-10-23,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,14,,10.0,1.0,Winter,Winter,7.0,300.0,Medium,Medium,285.0,25.0
2021-10-24,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,10.0,1.0,Winter,Winter,6.0,348.0,Medium,High,381.0,51.0
2021-10-25,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,10.0,0.0,Winter,Winter,16.0,325.0,Medium,High,376.0,44.0
2021-10-26,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,10.0,0.0,Winter,Winter,13.0,251.0,Medium,Medium,270.0,29.0
2021-10-27,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,10.0,0.0,Winter,Winter,10.0,239.0,Medium,Medium,253.0,29.0
2021-10-28,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,10.0,0.0,Winter,Winter,13.0,175.0,High,Low,200.0,27.0
2021-10-29,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,10.0,0.0,Winter,Winter,12.0,127.0,High,Low,202.0,24.0
2021-10-30,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,14,,10.0,1.0,Winter,Winter,6.0,487.0,Medium,High,335.0,52.0
2021-10-31,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,19,,10.0,1.0,Winter,Winter,14.0,470.0,Medium,High,316.0,43.0
2021-11-01,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,11.0,0.0,Winter,Winter,15.0,108.0,Medium,Low,232.0,23.0
2021-11-02,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,11.0,0.0,Winter,Winter,9.0,122.0,Medium,Low,204.0,17.0
2021-11-03,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,11.0,0.0,Winter,Winter,5.0,257.0,Medium,Medium,255.0,25.0
2021-11-04,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,17,,11.0,0.0,Winter,Winter,5.0,289.0,High,Medium,295.0,33.0
2021-11-05,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,11.0,0.0,Winter,Winter,8.0,301.0,Low,High,321.0,33.0
2021-11-06,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,11.0,1.0,Winter,Winter,16.0,349.0,Low,High,346.0,32.0
2021-11-07,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,16,,11.0,1.0,Winter,Winter,9.0,430.0,Medium,High,326.0,47.0
2021-11-08,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,13,,11.0,0.0,Winter,Winter,5.0,182.0,Medium,Low,205.0,20.0
2021-11-09,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,11.0,0.0,Winter,Winter,11.0,345.0,High,High,345.0,63.0
2021-11-10,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,11.0,0.0,Winter,Winter,16.0,172.0,Low,Low,233.0,17.0
2021-11-11,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,11.0,0.0,Winter,Winter,5.0,271.0,Medium,Medium,265.0,27.0
2021-11-12,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,17,,11.0,0.0,Winter,Winter,6.0,215.0,High,Medium,264.0,34.0
2021-11-13,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,21,,11.0,1.0,Winter,Winter,12.0,399.0,Medium,High,314.0,50.0
2021-11-14,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,11.0,1.0,Winter,Winter,9.0,496.0,Low,High,325.0,32.0
2021-11-15,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,18,,11.0,0.0,Winter,Winter,11.0,142.0,Medium,Low,223.0,20.0
2021-11-16,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,11.0,0.0,Winter,Winter,7.0,286.0,Medium,Medium,270.0,25.0
2021-11-17,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,17,,11.0,0.0,Winter,Winter,5.0,120.0,High,Low,227.0,20.0
2021-11-18,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,19,,11.0,0.0,Winter,Winter,13.0,179.0,Medium,Low,217.0,17.0
2021-11-19,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,11.0,0.0,Winter,Winter,11.0,127.0,High,Low,244.0,20.0
2021-11-20,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,18,,11.0,1.0,Winter,Winter,12.0,328.0,Medium,High,324.0,43.0
2021-11-21,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,11.0,1.0,Winter,Winter,14.0,437.0,Medium,High,391.0,51.0
2021-11-22,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,17,,11.0,0.0,Winter,Winter,6.0,292.0,High,Medium,283.0,31.0
2021-11-23,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,13,,11.0,0.0,Winter,Winter,10.0,275.0,Low,Medium,252.0,29.0
2021-11-24,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,11.0,0.0,Winter,Winter,11.0,227.0,High,Medium,268.0,39.0
2021-11-25,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,11.0,0.0,Winter,Winter,5.0,249.0,Medium,Medium,266.0,30.0
2021-11-26,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,11.0,0.0,Winter,Winter,13.0,269.0,Medium,Medium,298.0,28.0
2021-11-27,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,11.0,1.0,Winter,Winter,11.0,451.0,Medium,High,325.0,54.0
2021-11-28,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,11.0,1.0,Winter,Winter,10.0,413.0,Medium,High,372.0,47.0
2021-11-29,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,11.0,0.0,Winter,Winter,13.0,264.0,Medium,Medium,292.0,33.0
2021-11-30,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,11,,11.0,0.0,Winter,Winter,7.0,213.0,Low,Medium,258.0,27.0
2021-12-01,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,13,,12.0,0.0,Winter,Winter,9.0,102.0,Low,Low,237.0,18.0
2021-12-02,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,19,,12.0,0.0,Winter,Winter,12.0,274.0,Medium,Medium,295.0,25.0
2021-12-03,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,12.0,0.0,Winter,Winter,5.0,164.0,High,Low,220.0,22.0
2021-12-04,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,12.0,1.0,Winter,Winter,9.0,301.0,Medium,High,392.0,51.0
2021-12-05,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,12.0,1.0,Winter,Winter,8.0,463.0,Low,High,307.0,31.0
2021-12-06,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,12.0,0.0,Winter,Winter,13.0,263.0,High,Medium,290.0,33.0
2021-12-07,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,23,,12.0,0.0,Winter,Winter,15.0,136.0,Medium,Low,227.0,22.0
2021-12-08,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,12.0,0.0,Winter,Winter,16.0,171.0,Medium,Low,202.0,19.0
2021-12-09,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,12.0,0.0,Winter,Winter,6.0,147.0,High,Low,219.0,27.0
2021-12-10,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,12.0,0.0,Winter,Winter,14.0,194.0,Medium,Low,200.0,22.0
2021-12-11,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,12.0,1.0,Winter,Winter,11.0,359.0,Medium,High,362.0,40.0
2021-12-12,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,12.0,1.0,Winter,Winter,14.0,465.0,Medium,High,320.0,41.0
2021-12-13,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,19,,12.0,0.0,Winter,Winter,15.0,165.0,Low,Low,239.0,13.0
2021-12-14,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,12.0,0.0,Winter,Winter,11.0,169.0,High,Low,244.0,21.0
2021-12-15,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,12.0,0.0,Winter,Winter,9.0,322.0,Low,High,319.0,37.0
2021-12-16,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,12.0,0.0,Winter,Winter,7.0,232.0,Low,Medium,258.0,29.0
2021-12-17,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,22,,12.0,0.0,Winter,Winter,11.0,333.0,High,High,306.0,84.0
2021-12-18,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,15,,12.0,1.0,Winter,Winter,8.0,323.0,Medium,High,397.0,41.0
2021-12-19,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,12.0,1.0,Winter,Winter,17.0,418.0,Medium,High,370.0,51.0
2021-12-20,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,23,,12.0,0.0,Winter,Winter,13.0,268.0,High,Medium,254.0,31.0
2021-12-21,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,10,,12.0,0.0,Winter,Winter,10.0,107.0,Low,Low,205.0,11.0
2021-12-22,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,12.0,0.0,Winter,Winter,14.0,340.0,Medium,High,315.0,40.0
2021-12-23,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,21,,12.0,0.0,Winter,Winter,12.0,185.0,Medium,Low,220.0,23.0
2021-12-24,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,12.0,0.0,Winter,Winter,16.0,253.0,Medium,Medium,259.0,31.0
2021-12-25,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,13,,12.0,1.0,Winter,Winter,7.0,310.0,Medium,High,302.0,53.0
2021-12-26,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,12.0,1.0,Winter,Winter,15.0,383.0,Medium,High,360.0,46.0
2021-12-27,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,12.0,0.0,Winter,Winter,12.0,150.0,High,Low,238.0,29.0
2021-12-28,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,13,,12.0,0.0,Winter,Winter,10.0,275.0,Low,Medium,291.0,27.0
2021-12-29,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,12.0,0.0,Winter,Winter,15.0,230.0,Low,Medium,261.0,27.0
2021-12-30,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,12.0,0.0,Winter,Winter,12.0,190.0,High,Low,231.0,23.0
2021-12-31,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,12.0,0.0,Winter,Winter,5.0,213.0,Medium,Medium,290.0,30.0
2022-01-01,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,1.0,1.0,Winter,Winter,13.0,349.0,Medium,High,352.0,50.0
2022-01-02,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,1.0,1.0,Winter,Winter,11.0,441.0,Medium,High,382.0,40.0
2022-01-03,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,1.0,0.0,Winter,Winter,13.0,190.0,Medium,Low,217.0,21.0
2022-01-04,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,1.0,0.0,Winter,Winter,13.0,121.0,Medium,Low,248.0,23.0
2022-01-05,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,14,,1.0,0.0,Winter,Winter,6.0,104.0,Medium,Low,237.0,24.0
2022-01-06,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,20,,1.0,0.0,Winter,Winter,13.0,330.0,Medium,High,353.0,49.0
2022-01-07,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,23,,1.0,0.0,Winter,Winter,12.0,152.0,High,Low,234.0,26.0
2022-01-08,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,1.0,1.0,Winter,Winter,9.0,332.0,Low,High,347.0,32.0
2022-01-09,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,1.0,1.0,Winter,Winter,6.0,375.0,Medium,High,334.0,40.0
2022-01-10,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,1.0,0.0,Winter,Winter,10.0,295.0,Medium,Medium,267.0,34.0
2022-01-11,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,14,,1.0,0.0,Winter,Winter,9.0,327.0,Medium,High,350.0,48.0
2022-01-12,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,22,,1.0,0.0,Winter,Winter,11.0,176.0,High,Low,232.0,24.0
2022-01-13,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,17,,1.0,0.0,Winter,Winter,5.0,244.0,High,Medium,259.0,36.0
2022-01-14,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,15,,1.0,0.0,Winter,Winter,8.0,130.0,Medium,Low,201.0,17.0
2022-01-15,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,1.0,1.0,Winter,Winter,6.0,348.0,High,High,393.0,86.0
2022-01-16,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,17,,1.0,1.0,Winter,Winter,10.0,390.0,Medium,High,364.0,53.0
2022-01-17,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,1.0,0.0,Winter,Winter,12.0,178.0,Medium,Low,238.0,17.0
2022-01-18,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,15,,1.0,0.0,Winter,Winter,8.0,159.0,Medium,Low,212.0,16.0
2022-01-19,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,1.0,0.0,Winter,Winter,5.0,145.0,Medium,Low,235.0,17.0
2022-01-20,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,18,,1.0,0.0,Winter,Winter,16.0,171.0,Low,Low,210.0,13.0
2022-01-21,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,14,,1.0,0.0,Winter,Winter,5.0,134.0,Medium,Low,201.0,24.0
2022-01-22,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,10,,1.0,1.0,Winter,Winter,7.0,356.0,Low,High,335.0,32.0
2022-01-23,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,1.0,1.0,Winter,Winter,13.0,394.0,High,High,338.0,88.0
2022-01-24,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,20,,1.0,0.0,Winter,Winter,17.0,113.0,Low,Low,248.0,11.0
2022-01-25,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,21,,1.0,0.0,Winter,Winter,12.0,161.0,Medium,Low,202.0,18.0
2022-01-26,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,1.0,0.0,Winter,Winter,11.0,150.0,Medium,Low,211.0,15.0
2022-01-27,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,1.0,0.0,Winter,Winter,12.0,141.0,High,Low,205.0,26.0
2022-01-28,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,1.0,0.0,Winter,Winter,12.0,274.0,Medium,Medium,293.0,31.0
2022-01-29,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,1.0,1.0,Winter,Winter,11.0,427.0,Medium,High,316.0,46.0
2022-01-30,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,15,,1.0,1.0,Winter,Winter,7.0,430.0,Medium,High,373.0,49.0
2022-01-31,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,16,,1.0,0.0,Winter,Winter,9.0,149.0,Medium,Low,226.0,24.0
2022-02-01,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,2.0,0.0,Winter,Winter,13.0,170.0,Medium,Low,240.0,15.0
2022-02-02,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,2.0,0.0,Winter,Winter,15.0,185.0,Low,Low,230.0,18.0
2022-02-03,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,2.0,0.0,Winter,Winter,13.0,319.0,Medium,High,365.0,48.0
2022-02-04,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,2.0,0.0,Winter,Winter,15.0,150.0,Medium,Low,217.0,18.0
2022-02-05,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,2.0,1.0,Winter,Winter,17.0,382.0,Medium,High,343.0,54.0
2022-02-06,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,13,,2.0,1.0,Winter,Winter,10.0,366.0,Low,High,301.0,33.0
2022-02-07,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,19,,2.0,0.0,Winter,Winter,12.0,346.0,Medium,High,343.0,44.0
2022-02-08,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,12,,2.0,0.0,Winter,Winter,7.0,113.0,Medium,Low,242.0,20.0
2022-02-09,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,13,,2.0,0.0,Winter,Winter,10.0,114.0,Low,Low,213.0,18.0
2022-02-10,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,12,,2.0,0.0,Winter,Winter,7.0,149.0,Medium,Low,233.0,23.0
2022-02-11,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,2.0,0.0,Winter,Winter,17.0,298.0,Medium,Medium,261.0,25.0
2022-02-12,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,2.0,1.0,Winter,Winter,16.0,336.0,Low,High,327.0,39.0
2022-02-13,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,2.0,1.0,Winter,Winter,15.0,371.0,Medium,High,357.0,54.0
2022-02-14,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,20,,2.0,0.0,Winter,Winter,17.0,186.0,Low,Low,222.0,12.0
2022-02-15,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,2.0,0.0,Winter,Winter,12.0,254.0,Medium,Medium,299.0,28.0
2022-02-16,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,2.0,0.0,Winter,Winter,13.0,221.0,Medium,Medium,250.0,30.0
2022-02-17,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,18,,2.0,0.0,Winter,Winter,15.0,222.0,Low,Medium,250.0,22.0
2022-02-18,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,19,,2.0,0.0,Winter,Winter,16.0,331.0,Low,High,385.0,36.0
2022-02-19,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,17,,2.0,1.0,Winter,Winter,6.0,319.0,High,High,396.0,62.0
2022-02-20,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,10,,2.0,1.0,Winter,Winter,5.0,424.0,Medium,High,395.0,46.0
2022-02-21,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,2.0,0.0,Winter,Winter,13.0,279.0,Medium,Medium,284.0,27.0
2022-02-22,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,21,,2.0,0.0,Winter,Winter,14.0,344.0,Medium,High,327.0,42.0
2022-02-23,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,2.0,0.0,Winter,Winter,11.0,311.0,High,High,374.0,56.0
2022-02-24,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,24,,2.0,0.0,Winter,Winter,16.0,102.0,Medium,Low,218.0,21.0
2022-02-25,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,11,,2.0,0.0,Winter,Winter,9.0,127.0,Low,Low,248.0,12.0
2022-02-26,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,2.0,1.0,Winter,Winter,16.0,459.0,Medium,High,372.0,51.0
2022-02-27,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,16,,2.0,1.0,Winter,Winter,10.0,411.0,Medium,High,352.0,41.0
2022-02-28,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,16,,2.0,0.0,Winter,Winter,7.0,113.0,Medium,Low,245.0,15.0
2022-03-01,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,20,,3.0,0.0,Summer,Winter,25.0,179.0,Medium,Low,227.0,23.0
2022-03-02,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,3.0,0.0,Summer,Winter,34.0,231.0,High,Medium,274.0,37.0
2022-03-03,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,25,,3.0,0.0,Summer,Winter,38.0,286.0,High,Medium,295.0,36.0
2022-03-04,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,22,,3.0,0.0,Summer,Winter,32.0,198.0,High,Low,217.0,25.0
2022-03-05,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,24,,3.0,1.0,Summer,Winter,33.0,315.0,Medium,High,337.0,43.0
2022-03-06,Bareilly,United,ON,Auto,ON,Normal,Off,Off,,,21,,3.0,1.0,Summer,Winter,27.0,376.0,Medium,High,395.0,49.0
2022-03-07,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,25,,3.0,0.0,Summer,Winter,37.0,121.0,High,Low,233.0,29.0
2022-03-08,Bareilly,United,ON,Auto,ON,Normal,Scheduled,Scheduled,,,23,,3.0,0.0,Summer,Winter,28.0,283.0,Medium,Medium,292.0,28.0
